mot	lemme
cent	cent
millilitres	millilitre
litres	litre
lait	ler
il	il
s'	se
agit	agir
faibles	faible
doses	dose
doses	dose
parfois	parfois
qualifiables	qualifiable
d'	de
homéopathiques	homéopathique
rappelle	rappeler
eric	eric
notz	notz
délégué	déléguer
régional	régional
d'	de
actilait	actilait
coordinateur	coordinateur
coag	coag
réalisé	réaliser
l'	le
unité	unité
mixte	mixte
technologique	technologique
umt	umt
poligny	poligny
s'	se
il	il
existe	exister
différentes	différents
coagulantes	coagulante
veau	veau
reste	reste
aujourd'hui	aujourd'hui
utilisée	utiliser
rappelons	rappelons
préparation	préparation
coagulante	coagulant
extraite	extraire
caillette	caillette
c'	ce
est	est
à	à
dire	dire
quatrième	quatrième
proche	proche
l'	le
estomac	estomac
jeunes	jeune
ruminants	ruminant
abattus	abattu
avant	avant
sevrage	sevrage
contient	contenir
actives	active
chymosine	chymosine
majoritaire	majoritaire
pepsine	pepsine
proportion	proportion
augmente	augmenter
l'	le
âge	âge
veau	veau
en	en
coagulantes	coagulante
différentes	différent
utilisées	utiliser
fromagerie	fromagerie
renferment	renfermer
d'	de
autres	autre
éléments	élément
spécialistes	spécialiste
appellent	appeler
support	support
varie	varie
d'	de
un	un
fabricant	fabricant
autre	autre
or	or
estime	estime
support	support
peut	pouvoir
contenir	contenir
nacl	nacl
phosphate	phosphat
fraction	fraction
azotée	azoter
conservateurs	conservateur
pourrait	pouvoir
contribuer	contribuer
l'	le
élaboration	élaboration
caractéristiques	caractéristique
sensorielles	sensoriel
fromages	fromage
affinés	affiner
précise	préciser
coordinateur	coordinateur
coag	coag
la	le
phase	phase
consisté	consister
réaliser	réaliser
enquête	enquête
terrain	terrain
visant	viser
brosser	brosser
panorama	panorama
général	général
disponibles	disponible
marché	marché
a	a
occasion	occasion
chimique	chimique
d'	de
un	un
ensemble	ensemble
d'	de
échantillons	échantillon
représentatifs	représentatif
analysée	analyser
les	le
résultats	résultat
obtenus	obtenir
confirment	confirmer
qu'	que
il	il
existe	exister
variabilité	variabilité
significative	significatif
non	non
enzymatique	enzymatique
coagulants	coagulant
les	le
différences	différence
visibles	visible
minérale	minéral
protéique	protéique
coagulantes	coagulante
elles	lui
dépendent	dépendre
non	non
seulement	seulement
type	type
d'	de
enzyme	enzyme
fabricants	fabricant
indique	indique
eric	eric
notz	notz
il	il
semblerait	sembler
qu'	que
en	en
type	type
d'	de
enzyme	enzyme
modes	mode
préparation	préparation
d'	de
extraction	extraction
utilisés	utiliser
modulent	modulent
minérale	minéral
protéique	protéique
coagulants	coagulant
précisons	précison
résultats	résultat
identiques	identique
obtenus	obtenu
dits	dit
traditionnels	traditionnel
fabriqués	fabriquer
fromagerie	fromagerie
importants	important
premiers	premier
résultats	résultat
devraient	devoir
l'	le
objet	objet
d'	de
une	un
publication	publication
scientifique	scientifique
prochains	prochain
mois	mois
pour	pour
l'	le
heure	heure
coag	coag
poursuit	poursuivre
l'	le
umt	umt
poligny	poligny
l'	le
inra	inra
continue	continuer
développer	développer
techniques	technique
dosage	dosage
immunochimique	immunochimique
détecter	détecter
quantifier	quantifier
faibles	faible
doses	dose
chymosine	chymosin
pepsine	pepsine
bovine	bovin
présentes	présent
fromages	fromage
actilait	actiler
l'	le
isba	isba
poursuivent	poursuivre
l'	le
inra	inra
l'	le
analyse	analyse
l'	le
impact	impact
industrielles	industriel
propriétés	propriété
fromagères	fromager
lait	ler
un	un
spécifique	spécifique
réflexion	réflexion
concernant	concerner
l'	le
impact	impact
traditionnelles	traditionnel
telles	tel
recuites	recuite
qualité	qualité
finale	final
fromages	fromage
autant	autant
déroulent	dérouler
évidemment	évidemment
sous	sou
l'	le
oeil	oeil
attentif	attentif
profession	profession
tant	tant
enjeux	enjeux
importants	important
un	un
fromager	fromager
avant	avant
fonctionnalité	fonctionnalité
soit	être
garantie	garantie
or	or
effets	effet
insoupçonnés	insoupçonné
apparaissent	apparaître
parfois	parfois
impute	imput
présure	présur
cela	celer
dit	dire
infime	infime
soit	être
quantité	quantité
utilisée	utiliser
fabrication	fabrication
d'	de
un	un
fromage	fromage
celle-ci	celui-ci
renferme	renferm
peut	pouvoir
éléments	élément
pouvant	pouvoir
modifier	modifier
qualité	qualité
produit	produit
final	final
estime	estime
eric	eric
notz	notz
a	à
terme	terme
coag	coag
devrait	devoir
permettre	permettre
publication	publication
d'	de
un	un
certain	certain
nombre	nombre
recommandations	recommandation
termes	terme
fabrication	fabrication
destinées	destiner
fournisseurs	fournisseur
présures	présure
1)l'	1)l'
umt	umt
poligny	poligny
regroupe	regrouper
partenaires	partenaire
complémentaires	complémentaire
domaine	domaine
filière	filière
l'	le
inra	inra
urtal	urtal
unité	unité
recherche	recherche
technologie	technologie
analyses	analyses
laitières	laitières
poligny	poligny
l'	le
institut	institut
sciences	science
biotechnologies	biotechnologie
l'	le
agroalimentaire	agroalimentaire
isba	isba
regroupe	regrouper
enil	enil
franche	franche
comté	comté
poligny	poligny
mamirolle	mamirolle
l'	le
institut	institut
technique	technique
lait	ler
produits	produit
laitiers	laitier
actilait	actilait
des	un
neurones	neurone
particuliers	particulier
impliqués	impliquer
l'	le
apprentissage	apprentissage
rapide	rapide
cartographie	cartographie
lieux	lieux
pour	pour
individu	individu
survivre	survivre
implique	impliquer
obligatoirement	obligatoirement
pouvoir	pouvoir
localiser	localiser
permanence	permanence
environnement	environnement
mais	mais
comment	comment
cerveau	cerveau
individu	individu
cartographie	cartographi
mémorise	mémoriser
l'	le
environnement	environnement
lequel	lequel
évolue	évoluer
lui	luire
permettre	permettre
s'	se
orienter	orienter
c'	ce
est	être
question	question
laquelle	lequel
jérôme	jérôme
epsztein	epsztein
chercheur	chercheur
inserm	inserm
l'	le
unité	unité
institut	institut
neurobiologie	neurobiologie
méditerranée	méditerranée
collaborateurs	collaborateur
michael	michael
brecht	brecht
l'	le
université	université
humboldt	humboldt
berlin	berlin
albert	albert
lee	lee
l'	le
institut	institut
médical	médical
howard	howard
hugues	hugues
virginie	virginie
tentent	tenter
d'	de
apporter	apporter
réponses	réponse
rappelons	rappelons
qu'	que
il	il
ans	an
dites	dire
de	de
lieu	lieu
découvertes	découverte
chez	chez
l'	le
animal	animal
localisés	localisé
l'	le
hippocampe	hippocampe
neurones	neurone
particuliers	particulier
activés	activer
lorsque	lorsque
l'	le
animal	animal
trouve	trouver
lieu	lieu
donné	donner
environnement	environnement
d'	de
où	où
nom	nom
reste	reste
jusqu'	jusque
à	à
présent	présent
personne	personne
n'	ne
a	avoir
réussi	réussir
expliquer	expliquer
pourquoi	pourquoi
certains	certain
neurones	neurone
l'	le
hippocampe	hippocampe
actifs	actif
environnement	environnement
donné	donner
majorité	majorité
d'	de
entre	entrer
eux	lui
reste	reste
silencieux	silencieux
environnement	environnement
identique	identique
d'	de
où	où
l'	le
importance	importance
menés	mener
jérôme	jérôme
epsztein	epsztein
collaborateurs	collaborateur
conduit	conduire
développer	développer
nouvelle	nouveau
technique	technique
permettant	permettre
d'	de
enregistrer	enregistrer
in	in
vivo	vivo
l'	le
activité	activité
intracellulaire	intracellulaire
cellules	cellule
lieu	lieu
chez	chez
rat	rat
pendant	pendant
celui-ci	celui-ci
explore	explor
espace	espace
environnant	environnant
très	très
sensible	sensible
technique	technique
permet	permettre
non	non
seulement	seulement
d'	de
enregistrer	enregistrer
messages	message
envoyés	envoyer
cellules	cellule
font	faire
techniques	technique
classiques	classique
messages	message
reçus	recevoir
neurones	neurone
propriétés	propriété
fondamentales	fondamentale
neurones	neurone
ainsi	ainsi
grâce	grâce
technique	technique
pu	pouvoir
comparer	comparer
précisément	précisément
propriétés	propriété
dites	dire
de	de
lieu	lieu
celles	celui
dites	dire
silencieuses	silencieux
l'	le
animal	animal
explorait	explorer
environnement	environnement
apprenait	apprendre
s'	se
y	y
repérer	repérer
les	le
enregistrements	enregistrement
effectués	effectué
permis	permettre
mettre	mettre
évidence	évidence
supposaient	supposaient
cellules	cellule
lieu	lieu
reçoivent	recevoir
davantage	davantage
messages	message
excitateurs	excitateur
celllules	celllule
silencieuses	silencieuser
environnement	environnement
donné	donner
parallèlement	parallèlement
observé	observer
cellules	cellule
lieu	lieu
présentent	présenter
propriétés	propriété
différentes	différent
cellules	cellule
silencieuses	silencieux
facilitent	faciliter
réponse	réponse
stimulus	stimulus
donné	donner
plus	plus
surprenant	surprenant
différences	différence
propriétés	propriété
pu	pouvoir
observées	observer
avant	avant
l'	le
animal	animal
soit	être
confronté	confronter
nouvelle	nouveau
expérience	expérience
mémoriser	mémoriser
jérôme	jérôme
epsetein	epsetein
pense	penser
certains	certain
l'	le
hippocampe	hippocampe
seraient	être
prédisposées	prédisposer
cartographier	cartographier
potentiellement	potentiellement
mémoriser	mémoriser
prochain	prochain
environnement	environnement
exploré	explorer
reste	reste
cerveau	cerveau
complexe	complexe
plastique	plastique
réorganise	réorganise
chaque	chaque
instant	instant
fonction	fonction
sollicitations	sollicitation
qu'	que
il	il
reçoit	recevoir
nos	notre
s'	se
appliquent	appliquer
l'	le
étude	étude
cerveau	cerveau
animaux	animal
instant	instant
donné	donner
souligne	souligner
jérôme	jérôme
epsztein	epsztein
estime	estime
qu'	que
il	il
peut	pouvoir
fort	fort
bien	bien
qu'	que
à	à
autre	autre
moment	moment
appréhender	appréhender
environnement	environnement
différent	différent
cellules	cellule
silencieuses	silencieux
deviennent	devenir
cellules	cellule
lieu	lieu
suite	suite
modification	modification
propriétés	propriété
intrinsèques	intrinsèque
des	un
peptides	peptide
diamètre	diamètre
parfaitement	parfaitement
contrôlé	contrôler
pouvoir	pouvoir
contrôler	contrôler
taille	taille
nano	nano
objets	objet
domaine	domaine
nanotechnologies	nanotechnologie
d'	de
une	un
importance	importance
capitale	capital
cette	ce
taille	taille
module	module
propriétés	propriété
physiques	physique
matériaux	matériau
mais	mais
jusqu'	jusque
à	à
présent	présent
tentatives	tentative
contrôle	contrôle
taille	taille
architectures	architecture
modification	modification
brique	brique
unitaire	unitaire
souvent	souvent
soldées	solder
échecs	échec
c'	ce
est	être
contexte	contexte
cea	cea
ibitec	ibitec
s	s
institut	institut
biologie	biologie
technologies	technologie
saclay	saclay
cnrs	cnrs
d'	de
ipsen	ipsen
intéressés	intéresser
petite	petit
molécule	molécule
lanréotide	lanréotide
octapeptide	octapeptid
cyclique	cyclique
c'	ce
est	est
à	à
dire	dire
peptide	peptid
composé	composer
acides	acide
aminés	aminé
liés	lier
successivement	successivemer
formant	former
anneau	anneau
analogue	analogue
l'	le
hormone	hormone
naturelle	naturel
qu'	que
est	être
somatostatine	somatostatine
lanréotide	lanréotide
classiquement	classiquement
utilisé	utiliser
médicament	médicament
possède	posséder
propriété	propriété
s'	se
assembler	assembler
l'	le
eau	eau
dimères	dimère
c'	ce
est	est
à	à
dire	dire
molécules	molécule
composées	composée
sous-unités	sous-unité
or	or
type	type
structures	structure
auto-assemblées	auto-assembler
constitue	constituer
approche	approche
intéressante	intéressant
synthèse	synthèse
nanomatériaux	nanomatérial
forme	forme
taille	taille
systèmes	système
principalement	principalement
conditionnées	conditionnée
structure	structure
briques	brique
bases	base
supposant	supposer
acides	acide
aminés	aminer
assurant	assurer
contacts	contact
peptides	peptide
régissent	régir
rayon	rayon
courbure	courbure
nanotubes	nanotubes
conçu	concevoir
modèle	modèle
géométrique	géométrique
explique	expliquer
quelle	quel
mesure	mesure
modification	modification
quelques	quelque
angströms	angström
structure	structure
base	base
peptide	peptid
peut	pouvoir
influer	influer
taille	taille
nanotube	nanotub
en	en
utilisant	utiliser
modèle	modèle
ils	il
peuvent	pouvoir
rationaliser	rationaliser
voire	voire
prédire	prédir
diamètres	diamètre
générés	générer
restait	rester
procéder	procéder
vérification	vérification
expérimentale	expérimental
consisté	consister
synthétiser	synthétiser
analogues	analogue
lanréotide	lanréotide
substituant	substituer
manière	manière
ciblée	ciblé
acide	acide
autre	autre
il	il
s'	se
agissait	agir
démontrer	démontrer
modification	modification
d'	de
un	un
acide	acide
impliqué	impliquer
contact	contact
peptides	peptide
entraîne	entraîne
variation	variation
diamètre	diamètr
manière	manière
contrôlée	contrôler
ils	il
obtenu	obtenir
gamme	gamme
allant	aller
nm	nm
diamètre	diamètre
fonction	fonction
l'	le
acide	acide
incorporé	incorporé
la	le
caractérisation	caractérisation
différentes	différent
architectures	architecture
réalisée	réaliser
microscopie	microscopie
électronique	électronique
diffusion	diffusion
rayons	rayon
x	x
synchrotron	synchrotron
soleil	soleil
permis	permettre
démontrer	démontrer
diamètre	diamètre
effectivement	effectivement
corrélé	corréler
taille	taille
l'	le
acide	acide
introduit	introduit
qu'	que
un	un
peptide	peptide
donné	donner
forme	forme
spontanément	spontanément
d'	de
un	un
seul	seul
diamètre	diamètre
a	à
terme	terme
systèmes	système
auto-assemblés	auto-assemblé
biomimétiques	biomimétique
pourraient	pouvoir
utilisés	utiliser
moules	moule
les	le
montré	montrer
l'	le
utilisation	utilisation
moules	moule
permet	permettre
maîtriser	maîtriser
production	production
silice	silice
diamètre	diamètre
spécifique	spécifique
ouvre	ouvrir
voie	voie
large	large
panel	panel
d'	de
applications	application
domaine	domaine
nanotechnologies	nanotechnologie
identification	identification
clés	clé
pourraient	pouvoir
doper	doper
production	production
d'	de
huile	huile
palme	palme
le	le
huile	huile
dattier	dattier
cocotier	cocotier
arbre	arbre
économiquement	économiquement
important	important
puisqu'	puisque
il	il
représente	représenter
culture	culture
oléagineuse	oléagineux
monde	monde
%	pourcent
production	production
mondiale	mondial
productive	productive
l'	le
hectare	hectare
tonnes	tonne
l'	le
hectare	hectare
an	an
moyenne	moyenne
variétés	variété
récentes	récent
pouvant	pouvoir
produire	produire
jusqu'	jusque
à	à
tonnes	tonne
l'	le
hectare	hectare
an	an
cela	celer
dit	dire
malgré	malgré
importance	importance
économique	économique
estime	estime
culture	culture
devrait	devoir
représenter	représenter
%	pourcent
production	production
mondiale	mondial
potentialités	potentialité
développement	développement
arbres	arbre
présentent	présenter
particularité	particularité
pouvoir	pouvoir
cultivés	cultivé
régions	région
chaudes	chaud
conséquent	conséquent
presque	presque
exclusivement	exclusivement
pays	pays
voie	voie
développement	développement
font	faire
l'	le
objet	objet
peu	peu
recherches	recherche
d'	de
où	où
l'	le
importance	importance
menés	mener
laboratoire	laboratoire
biogenèse	biogenèse
membranaire	membranaire
cnrs	cnrs
université	université
bordeaux	bordeaux
ségalen	ségalen
collaboration	collaboration
américain	américain
camerounais	camerounais
