mot	lemme
acteurs	acteur
produisant	produire
selon	selon
mode	mode
fabrication	fabrication
lui	luire
propre	propre
C'	ce
est	être
contexte	contexte
qu'	que
a	avoir
lancé	lancer
COAG	coag
labellisé	labellisé
pôle	pôle
Vitagora	vitagora
principal	principal
objectif	objectif
déterminer	déterminer
quelle	quel
l'	le
influence	influence
supports	support
enzymatiques	enzymatique
rendement	rendement
qualité	qualité
fromages	fromage
produits	produit
Les	le
résultats	résultat
obtenus	obtenir
lors	lors
étape	étape
confirment	confirmer
qu'	que
il	il
existe	exister
bien	bien
variabilité	variabilité
significative	significatif
non	non
enzymatique	enzymatique
coagulants	coagulant
Dans	dans
fabrication	fabrication
d'	de
un	un
fromage	fromage
étape	étape
dite	dire
coagulation	coagulation
l'	le
on	on
appelle	appeler
caillage	caillage
consiste	consister
mettre	mettre
cuve	cuve
dose	dose
préparation	préparation
coagulante	coagulant
pouvant	pouvoir
varier	varier
dix	dix
cent	cent
millilitres	millilitre
litres	litre
lait	ler
Il	il
s'	se
agit	agir
faibles	faible
doses	dose
doses	dose
parfois	parfois
qualifiables	qualifiable
d'	de
homéopathiques	homéopathique
rappelle	rappeler
Eric	Eric
Notz	Notz
délégué	déléguer
régional	régional
d'	de
Actilait	Actilait
coordinateur	coordinateur
COAG	coag
réalisé	réaliser
l'	le
Unité	unité
Mixte	Mixte
Technologique	technologique
UMT	UMT
Poligny	Poligny
S'	se
il	il
existe	exister
différentes	différents
coagulantes	coagulante
veau	veau
reste	reste
aujourd'hui	aujourd'hui
utilisée	utiliser
Rappelons	Rappelons
préparation	préparation
coagulante	coagulant
extraite	extraire
caillette	caillette
c'	ce
est	est
à	à
dire	dire
quatrième	quatrième
proche	proche
l'	le
estomac	estomac
jeunes	jeune
ruminants	ruminant
abattus	abattu
avant	avant
sevrage	sevrage
contient	contenir
actives	active
chymosine	chymosine
majoritaire	majoritaire
pepsine	pepsine
proportion	proportion
augmente	augmenter
l'	le
âge	âge
veau	veau
En	en
coagulantes	coagulante
différentes	différent
utilisées	utiliser
fromagerie	fromagerie
renferment	renfermer
d'	de
autres	autre
éléments	élément
spécialistes	spécialiste
appellent	appeler
support	support
varie	varie
d'	de
un	un
fabricant	fabricant
autre	autre
Or	or
estime	estime
support	support
peut	pouvoir
contenir	contenir
NaCl	nacl
phosphate	phosphat
fraction	fraction
azotée	azoter
conservateurs	conservateur
pourrait	pouvoir
contribuer	contribuer
l'	le
élaboration	élaboration
caractéristiques	caractéristique
sensorielles	sensoriel
fromages	fromage
affinés	affiner
précise	préciser
coordinateur	coordinateur
COAG	coag
La	le
phase	phase
consisté	consister
réaliser	réaliser
enquête	enquête
terrain	terrain
visant	viser
brosser	brosser
panorama	panorama
général	général
disponibles	disponible
marché	marché
A	a
occasion	occasion
chimique	chimique
d'	de
un	un
ensemble	ensemble
d'	de
échantillons	échantillon
représentatifs	représentatif
analysée	analyser
Les	le
résultats	résultat
obtenus	obtenir
confirment	confirmer
qu'	que
il	il
existe	exister
variabilité	variabilité
significative	significatif
non	non
enzymatique	enzymatique
coagulants	coagulant
Les	le
différences	différence
visibles	visible
minérale	minéral
protéique	protéique
coagulantes	coagulante
Elles	lui
dépendent	dépendre
non	non
seulement	seulement
type	type
d'	de
enzyme	enzyme
fabricants	fabricant
indique	indique
Eric	Eric
Notz	Notz
Il	il
semblerait	sembler
qu'	que
en	en
type	type
d'	de
enzyme	enzyme
modes	mode
préparation	préparation
d'	de
extraction	extraction
utilisés	utiliser
modulent	modulent
minérale	minéral
protéique	protéique
coagulants	coagulant
Précisons	précison
résultats	résultat
identiques	identique
obtenus	obtenu
dits	dit
traditionnels	traditionnel
fabriqués	fabriquer
fromagerie	fromagerie
Importants	important
premiers	premier
résultats	résultat
devraient	devoir
l'	le
objet	objet
d'	de
une	un
publication	publication
scientifique	scientifique
prochains	prochain
mois	mois
Pour	pour
l'	le
heure	heure
COAG	coag
poursuit	poursuivre
l'	le
UMT	umt
Poligny	Poligny
L'	le
INRA	inra
continue	continuer
développer	développer
techniques	technique
dosage	dosage
immunochimique	immunochimique
détecter	détecter
quantifier	quantifier
faibles	faible
doses	dose
chymosine	chymosin
pepsine	pepsine
bovine	bovin
présentes	présent
fromages	fromage
Actilait	actiler
l'	le
ISBA	ISBA
poursuivent	poursuivre
l'	le
INRA	inra
l'	le
analyse	analyse
l'	le
impact	impact
industrielles	industriel
propriétés	propriété
fromagères	fromager
lait	ler
Un	un
spécifique	spécifique
réflexion	réflexion
concernant	concerner
l'	le
impact	impact
traditionnelles	traditionnel
telles	tel
recuites	recuite
qualité	qualité
finale	final
fromages	fromage
Autant	autant
déroulent	dérouler
évidemment	évidemment
sous	sou
l'	le
oeil	oeil
attentif	attentif
profession	profession
tant	tant
enjeux	enjeux
importants	important
Un	un
fromager	fromager
avant	avant
fonctionnalité	fonctionnalité
soit	être
garantie	garantie
Or	or
effets	effet
insoupçonnés	insoupçonné
apparaissent	apparaître
parfois	parfois
impute	imput
présure	présur
Cela	celer
dit	dire
infime	infime
soit	être
quantité	quantité
utilisée	utiliser
fabrication	fabrication
d'	de
un	un
fromage	fromage
celle-ci	celui-ci
renferme	renferm
peut	pouvoir
éléments	élément
pouvant	pouvoir
modifier	modifier
qualité	qualité
produit	produit
final	final
estime	estime
Eric	Eric
Notz	Notz
A	à
terme	terme
COAG	COAG
devrait	devoir
permettre	permettre
publication	publication
d'	de
un	un
certain	certain
nombre	nombre
recommandations	recommandation
termes	terme
fabrication	fabrication
destinées	destiner
fournisseurs	fournisseur
présures	présure
1)L'	1)L'
UMT	umt
Poligny	Poligny
regroupe	regrouper
partenaires	partenaire
complémentaires	complémentaire
domaine	domaine
filière	filière
l'	le
INRA	INRA
URTAL	URTAL
Unité	unité
Recherche	recherche
Technologie	technologie
Analyses	Analyses
Laitières	Laitières
Poligny	Poligny
l'	le
Institut	Institut
Sciences	science
Biotechnologies	biotechnologie
l'	le
Agroalimentaire	agroalimentaire
ISBA	ISBA
regroupe	regrouper
ENIL	enil
Franche	Franche
Comté	Comté
Poligny	Poligny
Mamirolle	Mamirolle
l'	le
Institut	Institut
technique	technique
lait	ler
produits	produit
laitiers	laitier
Actilait	Actilait
Des	un
neurones	neurone
particuliers	particulier
impliqués	impliquer
l'	le
apprentissage	apprentissage
rapide	rapide
cartographie	cartographie
lieux	lieux
Pour	pour
individu	individu
survivre	survivre
implique	impliquer
obligatoirement	obligatoirement
pouvoir	pouvoir
localiser	localiser
permanence	permanence
environnement	environnement
Mais	mais
comment	comment
cerveau	cerveau
individu	individu
cartographie	cartographi
mémorise	mémoriser
l'	le
environnement	environnement
lequel	lequel
évolue	évoluer
lui	luire
permettre	permettre
s'	se
orienter	orienter
C'	ce
est	être
question	question
laquelle	lequel
Jérôme	Jérôme
Epsztein	Epsztein
chercheur	chercheur
Inserm	Inserm
l'	le
Unité	unité
Institut	Institut
Neurobiologie	neurobiologie
Méditerranée	Méditerranée
collaborateurs	collaborateur
Michael	michael
Brecht	Brecht
l'	le
Université	université
Humboldt	Humboldt
Berlin	Berlin
Albert	Albert
Lee	Lee
l'	le
Institut	Institut
Médical	Médical
Howard	Howard
Hugues	Hugues
Virginie	Virginie
tentent	tenter
d'	de
apporter	apporter
réponses	réponse
Rappelons	Rappelons
qu'	que
il	il
ans	an
dites	dire
de	de
lieu	lieu
découvertes	découverte
chez	chez
l'	le
animal	animal
Localisés	localisé
l'	le
hippocampe	hippocampe
neurones	neurone
particuliers	particulier
activés	activer
lorsque	lorsque
l'	le
animal	animal
trouve	trouver
lieu	lieu
donné	donner
environnement	environnement
D'	de
où	où
nom	nom
Reste	Reste
jusqu'	jusque
à	à
présent	présent
personne	personne
n'	ne
a	avoir
réussi	réussir
expliquer	expliquer
pourquoi	pourquoi
certains	certain
neurones	neurone
l'	le
hippocampe	hippocampe
actifs	actif
environnement	environnement
donné	donner
majorité	majorité
d'	de
entre	entrer
eux	lui
reste	reste
silencieux	silencieux
environnement	environnement
identique	identique
D'	de
où	où
l'	le
importance	importance
menés	mener
Jérôme	Jérôme
Epsztein	Epsztein
collaborateurs	collaborateur
conduit	conduire
développer	développer
nouvelle	nouveau
technique	technique
permettant	permettre
d'	de
enregistrer	enregistrer
in	in
vivo	vivo
l'	le
activité	activité
intracellulaire	intracellulaire
cellules	cellule
lieu	lieu
chez	chez
rat	rat
pendant	pendant
celui-ci	celui-ci
explore	explor
espace	espace
environnant	environnant
Très	très
sensible	sensible
technique	technique
permet	permettre
non	non
seulement	seulement
d'	de
enregistrer	enregistrer
messages	message
envoyés	envoyer
cellules	cellule
font	faire
techniques	technique
classiques	classique
messages	message
reçus	recevoir
neurones	neurone
propriétés	propriété
fondamentales	fondamentale
neurones	neurone
Ainsi	ainsi
grâce	grâce
technique	technique
pu	pouvoir
comparer	comparer
précisément	précisément
propriétés	propriété
dites	dire
de	de
lieu	lieu
celles	celui
dites	dire
silencieuses	silencieux
l'	le
animal	animal
explorait	explorer
environnement	environnement
apprenait	apprendre
s'	se
y	y
repérer	repérer
Les	le
enregistrements	enregistrement
effectués	effectué
permis	permettre
mettre	mettre
évidence	évidence
supposaient	supposaient
cellules	cellule
lieu	lieu
reçoivent	recevoir
davantage	davantage
messages	message
excitateurs	excitateur
celllules	celllule
silencieuses	silencieuser
environnement	environnement
donné	donner
Parallèlement	parallèlement
observé	observer
cellules	cellule
lieu	lieu
présentent	présenter
propriétés	propriété
différentes	différent
cellules	cellule
silencieuses	silencieux
facilitent	faciliter
réponse	réponse
stimulus	stimulus
donné	donner
Plus	plus
surprenant	surprenant
différences	différence
propriétés	propriété
pu	pouvoir
observées	observer
avant	avant
l'	le
animal	animal
soit	être
confronté	confronter
nouvelle	nouveau
expérience	expérience
mémoriser	mémoriser
Jérôme	Jérôme
Epsetein	Epsetein
pense	penser
certains	certain
l'	le
hippocampe	hippocampe
seraient	être
prédisposées	prédisposer
cartographier	cartographier
potentiellement	potentiellement
mémoriser	mémoriser
prochain	prochain
environnement	environnement
exploré	explorer
Reste	Reste
cerveau	cerveau
complexe	complexe
plastique	plastique
réorganise	réorganise
chaque	chaque
instant	instant
fonction	fonction
sollicitations	sollicitation
qu'	que
il	il
reçoit	recevoir
Nos	notre
s'	se
appliquent	appliquer
l'	le
étude	étude
cerveau	cerveau
animaux	animal
instant	instant
donné	donner
souligne	souligner
Jérôme	Jérôme
Epsztein	Epsztein
estime	estime
qu'	que
il	il
peut	pouvoir
fort	fort
bien	bien
qu'	que
à	à
autre	autre
moment	moment
appréhender	appréhender
environnement	environnement
différent	différent
cellules	cellule
silencieuses	silencieux
deviennent	devenir
cellules	cellule
lieu	lieu
suite	suite
modification	modification
propriétés	propriété
intrinsèques	intrinsèque
Des	un
peptides	peptide
diamètre	diamètre
parfaitement	parfaitement
contrôlé	contrôler
Pouvoir	pouvoir
contrôler	contrôler
taille	taille
nano	nano
objets	objet
domaine	domaine
nanotechnologies	nanotechnologie
d'	de
une	un
importance	importance
capitale	capital
Cette	ce
taille	taille
module	module
propriétés	propriété
physiques	physique
matériaux	matériau
Mais	mais
jusqu'	jusque
à	à
présent	présent
tentatives	tentative
contrôle	contrôle
taille	taille
architectures	architecture
modification	modification
brique	brique
unitaire	unitaire
souvent	souvent
soldées	solder
échecs	échec
C'	ce
est	être
contexte	contexte
CEA	cea
iBiTec	iBiTec
S	s
Institut	Institut
Biologie	biologie
Technologies	technologie
Saclay	Saclay
CNRS	CNRS
d'	de
Ipsen	Ipsen
intéressés	intéresser
petite	petit
molécule	molécule
Lanréotide	Lanréotide
octapeptide	octapeptid
cyclique	cyclique
c'	ce
est	est
à	à
dire	dire
peptide	peptid
composé	composer
acides	acide
aminés	aminé
liés	lier
successivement	successivemer
formant	former
anneau	anneau
Analogue	Analogue
l'	le
hormone	hormone
naturelle	naturel
qu'	que
est	être
Somatostatine	Somatostatine
Lanréotide	Lanréotide
classiquement	classiquement
utilisé	utiliser
médicament	médicament
possède	posséder
propriété	propriété
s'	se
assembler	assembler
l'	le
eau	eau
dimères	dimère
c'	ce
est	est
à	à
dire	dire
molécules	molécule
composées	composée
sous-unités	sous-unité
Or	or
type	type
structures	structure
auto-assemblées	auto-assembler
constitue	constituer
approche	approche
intéressante	intéressant
synthèse	synthèse
nanomatériaux	nanomatérial
forme	forme
taille	taille
systèmes	système
principalement	principalement
conditionnées	conditionnée
structure	structure
briques	brique
bases	base
Supposant	supposer
acides	acide
aminés	aminer
assurant	assurer
contacts	contact
peptides	peptide
régissent	régir
rayon	rayon
courbure	courbure
nanotubes	nanotubes
conçu	concevoir
modèle	modèle
géométrique	géométrique
explique	expliquer
quelle	quel
mesure	mesure
modification	modification
quelques	quelque
angströms	angström
structure	structure
base	base
peptide	peptid
peut	pouvoir
influer	influer
taille	taille
nanotube	nanotub
En	en
utilisant	utiliser
modèle	modèle
ils	il
peuvent	pouvoir
rationaliser	rationaliser
voire	voire
prédire	prédir
diamètres	diamètre
générés	générer
Restait	rester
procéder	procéder
vérification	vérification
expérimentale	expérimental
consisté	consister
synthétiser	synthétiser
analogues	analogue
Lanréotide	Lanréotide
substituant	substituer
manière	manière
ciblée	ciblé
acide	acide
autre	autre
Il	il
s'	se
agissait	agir
démontrer	démontrer
modification	modification
d'	de
un	un
acide	acide
impliqué	impliquer
contact	contact
peptides	peptide
entraîne	entraîne
variation	variation
diamètre	diamètr
manière	manière
contrôlée	contrôler
Ils	il
obtenu	obtenir
gamme	gamme
allant	aller
nm	nm
diamètre	diamètre
fonction	fonction
l'	le
acide	acide
incorporé	incorporé
La	le
caractérisation	caractérisation
différentes	différent
architectures	architecture
réalisée	réaliser
microscopie	microscopie
électronique	électronique
diffusion	diffusion
rayons	rayon
X	x
synchrotron	synchrotron
SOLEIL	soleil
permis	permettre
démontrer	démontrer
diamètre	diamètre
effectivement	effectivement
corrélé	corréler
taille	taille
l'	le
acide	acide
introduit	introduit
qu'	que
un	un
peptide	peptide
donné	donner
forme	forme
spontanément	spontanément
d'	de
un	un
seul	seul
diamètre	diamètre
A	à
terme	terme
systèmes	système
auto-assemblés	auto-assemblé
biomimétiques	biomimétique
pourraient	pouvoir
utilisés	utiliser
moules	moule
Les	le
montré	montrer
l'	le
utilisation	utilisation
moules	moule
permet	permettre
maîtriser	maîtriser
production	production
silice	silice
diamètre	diamètre
spécifique	spécifique
ouvre	ouvrir
voie	voie
large	large
panel	panel
d'	de
applications	application
domaine	domaine
nanotechnologies	nanotechnologie
Identification	identification
clés	clé
pourraient	pouvoir
doper	doper
production	production
d'	de
huile	huile
palme	palme
Le	le
huile	huile
dattier	dattier
cocotier	cocotier
arbre	arbre
économiquement	économiquement
important	important
puisqu'	puisque
il	il
représente	représenter
culture	culture
oléagineuse	oléagineux
monde	monde
%	pourcent
production	production
mondiale	mondial
productive	productive
l'	le
hectare	hectare
tonnes	tonne
l'	le
hectare	hectare
an	an
moyenne	moyenne
variétés	variété
récentes	récent
pouvant	pouvoir
produire	produire
jusqu'	jusque
à	à
tonnes	tonne
l'	le
hectare	hectare
an	an
Cela	celer
dit	dire
malgré	malgré
importance	importance
économique	économique
estime	estime
culture	culture
devrait	devoir
représenter	représenter
%	pourcent
production	production
mondiale	mondial
potentialités	potentialité
développement	développement
arbres	arbre
présentent	présenter
particularité	particularité
pouvoir	pouvoir
cultivés	cultivé
régions	région
chaudes	chaud
conséquent	conséquent
presque	presque
exclusivement	exclusivement
pays	pays
voie	voie
développement	développement
font	faire
l'	le
objet	objet
peu	peu
recherches	recherche
D'	de
où	où
l'	le
importance	importance
menés	mener
Laboratoire	laboratoire
Biogenèse	Biogenèse
Membranaire	Membranaire
CNRS	CNRS
Université	université
Bordeaux	Bordeaux
Ségalen	Ségalen
collaboration	collaboration
américain	américain
camerounais	camerounais
tunisiens	tunisien
