mot	racine
récemment	récent
ARTEMIS	artem
Rappelons	rappelon
projets	projet
présentés	présent
seuls	seul
présélectionnés	présélection
nombre	nombr
desquels	desquel
figurait	figur
Vitagora	vitagor
était	était
l'	l'
un	un
seuls	seul
concernant	concern
secteur	secteur
l'	l'
agriculture	agricultur
Depuis	depuis
structure	structur
préside	présid
Michel	michel
Duvernois	duvernois
directeur	directeur
général	général
Coopérative	cooper
Bourgogne	bourgogn
Sud	sud
identifié	identifi
plates	plat
formes	form
mettre	mettr
oeuvre	oeuvr
Bourgogne	bourgogn
Franche	franch
Comté	comt
défini	défin
thématiques	thémat
travailler	travaill
bâtir	bât
plan	plan
d'	d'
expérimentation	expériment
plates	plat
formes	form
existent	existent
déjà	déjà
8ème	8em
concernant	concern
l'	l'
agriculture	agricultur
biologique	biolog
conversion	convers
identifiées	identifi
Bourgogne	bourgogn
Franche	franch
Comté	comt
typologies	typolog
différents	différent
complémentarités	complémentar
elles	elle
explique	expliqu
Gérard	gérard
Million	million
directeur	directeur
général	général
d'	d'
ARTEMIS	artem
ailleurs	ailleur
directeur	directeur
scientifique	scientif
Dijon	dijon
Céréales	céréal
Neuf	neuf
thématiques	thémat
définies	défin
chacune	chacun
d'	d'
entre	entre
elles	elle
ayant	ayant
l'	l'
objet	objet
protocoles	protocol
harmonisés	harmonis
Nous	nous
avons	avon
fixé	fix
notion	notion
parcelle	parcel
élémentaire	élémentair
mètres	metr
x	x
mètres	metr
minimum	minimum
précise	précis
-t	-t
-il	-il
Si	si
premiers	premi
essais	essais
démarré	démarr
fin	fin
plates	plat
formes	form
Gy	gy
Virey	virey
autour	autour
thématiques	thémat
travail	travail
sol	sol
amendements	amend
c'	c'
est	est
semis	sem
d'	d'
automne	automn
qu'	qu'
ont	ont
lancées	lanc
autres	autr
thématiques	thémat
l'	l'
exception	except
celle	cel
porte	port
l'	l'
agriculture	agricultur
biologique	biolog
démarrage	démarrag
prévu	prévu
Chacune	chacun
plates	plat
formes	form
occupe	occup
environ	environ
dizaine	dizain
d'	d'
hectares	hectar
placés	plac
sous	sous
responsabilité	respons
techniciens	technicien
d'	d'
expérimentation	expériment
équipes	équip
techniques	techniqu
coopératives	cooper
impliquées	impliqu
ARTEMIS	artem
Au	au
derniers	derni
mois	mois
avons	avon
réuni	réun
responsables	respons
techniques	techniqu
différentes	différent
coopératives	cooper
dresser	dress
état	état
lieux	lieux
faisait	fais
matière	mati
d'	d'
expérimentation	expériment
Or	or
avons	avon
recensé	recens
essais	essais
annuels	annuel
menés	men
conséquent	conséquent
souligne	soulign
Gérard	gérard
Million	million
D'	d'
où	où
l'	l'
intérêt	intérêt
d'	d'
ARTEMIS	artem
permettre	permettr
certaines	certain
synergies	synerg
Bourgogne	bourgogn
Franche	franch
Comté	comt
Il	il
s'	s'
agit	agit
rationaliser	rationalis
davantage	davantag
efforts	effort
peut	peut
d'	d'
en	en
peu	peu
moins	moin
rendant	rend
travail	travail
accessible	accessibl
tous	tous
travailler	travaill
thématiques	thémat
nouvelles	nouvel
innovantes	innov
selon	selon
axes	axe
d'	d'
ARTEMIS	artem
Ajoutons	ajouton
cela	cel
plate	plat
forme	form
agro-environnementale	agro-environnemental
l'	l'
acquisition	acquisit
d'	d'
une	une
partie	part
matériels	matériel
d'	d'
expérimentation	expériment
lui	lui
nécessaires	nécessair
Concernant	concern
l'	l'
axe	axe
d'	d'
ARTEMIS	artem
porte	port
d'	d'
une	une
agriculture	agricultur
précision	précis
coopératives	cooper
aujourd'hui	aujourd'hui
regroupées	regroup
d'	d'
une	une
structure	structur
objectif	object
développer	développ
service	servic
d'	d'
accès	acces
guidage	guidag
précision	précis
fourniture	fournitur
signal	signal
GPS	gp
corrigé	corrig
via	vi
téléphonie	téléphon
mobile	mobil
Un	un
contrat	contrat
exclusif	exclus
l'	l'
agriculture	agricultur
formalisé	formalis
société	societ
PRECISIO	precisio
société	societ
GEODATA	geodat
Diffusion	diffus
équipée	équip
d'	d'
un	un
parc	parc
d'	d'
antennes	anten
relais	rel
territoire	territoir
français	franc
dénommé	dénomm
ORPHEON	orpheon
indique	indiqu
directeur	directeur
général	général
d'	d'
ARTEMIS	artem
Plusieurs	plusieur
essais	essais
d'	d'
ores	ore
réalisés	réalis
Aujourd'hui	aujourd'hui
sommes	somm
train	train
paramétrer	parametr
vérifier	vérifi
précision	précis
matériels	matériel
guidage	guidag
disponibles	disponibl
marché	march
précise	précis
-t	-t
-il	-il
Quant	quant
l'	l'
axe	axe
vise	vis
améliorer	amélior
qualité	qualit
productions	product
vis-à-vis	vis-à-v
attentes	attent
marché	march
ARTEMIS	artem
là	là
aussi	auss
commencé	commenc
rechercher	recherch
complémentarités	complémentar
synergies	synerg
possibles	possibl
différents	différent
terroirs	terroir
présents	présent
Bourgogne	bourgogn
Franche	franch
Comté	comt
d'	d'
accroître	accroîtr
l'	l'
efficacité	efficac
globale	global
essais	essais
variétaux	variétal
Originale	original
démarche	démarch
d'	d'
ARTEMIS	artem
s'	s'
inscrit	inscrit
pleinement	plein
l'	l'
axe	axe
pôle	pôl
Vitagora	vitagor
indique	indiqu
clairement	clair
préservation	préserv
d'	d'
une	une
alimentation	aliment
qualités	qualit
organoleptiques	organolept
nutritionnelles	nutritionnel
sanitaires	sanitair
garanties	garant
temps	temp
autrement	autr
dit	dit
d'	d'
une	une
alimentation	aliment
durable	durabl
nécessite	nécessit
amont	amont
d'	d'
une	une
agriculture	agricultur
durable	durabl
D'	d'
où	où
l'	l'
obligation	oblig
repenser	repens
totalement	total
conception	concept
modèles	model
agricoles	agricol
actuels	actuel
Une	une
démarche	démarch
s'	s'
articule	articul
celle	cel
d'	d'
AgroNov	agronov
technopôle	technopôl
agroenvironnement	agroenviron
émerge	émerg
site	sit
Bretenière	breteni
périphérie	péripher
Dijon	dijon
Une	une
technopôle	technopôl
abrite	abrit
jeunes	jeun
entreprises	entrepris
Agrene	agren
Inoplant	inopl
laquelle	laquel
pôle	pôl
Vitagora	vitagor
devrait	devr
s'	s'
implanter	implant
d'	d'
ici	ici
Ce	ce
toutes	tout
compétences	compétent
savoir	savoir
faire	fair
regroupés	regroup
progressivement	progress
Vitagora	vitagor
partenaires	partenair
bourguignons	bourguignon
franc-comtois	franc-comtois
pôle	pôl
l'	l'
alimentation	aliment
durable	durabl
Un	un
matériau	matériau
inédit	ined
façonnable	façon
chaud	chaud
verre	verr
Associer	associ
d'	d'
un	un
matériau	matériau
atouts	atout
résines	résin
utilisées	utilis
légèreté	légèret
résistance	résist
ceux	ceux
quelques	quelqu
composés	compos
minéraux	minéral
verre	verr
façonnable	façon
volonté	volont
manière	mani
réversible	réversibl
C'	c'
est	est
défi	def
qu'	qu'
a	a
relevé	relev
l'	l'
équipe	équip
Ludwik	ludwik
Leibler	leibl
chercheur	chercheur
CNRS	cnr
Laboratoire	laboratoir
Matière	mati
Molle	moll
Chimie	chim
CNRS	cnr
ESPCI	espci
Paris	paris
Tech	tech
professeur	professeur
associé	associ
l'	l'
ESPCI	espci
Ecole	ecol
Supérieure	supérieur
Physique	physiqu
Chimie	chim
Industrielles	industriel
ville	vill
Paris	paris
En	en
partant	part
d'	d'
ingrédients	ingrédient
utilisés	utilis
l'	l'
industrie	industr
résine	résin
d'	d'
époxy	époxy
durcisseurs	durcisseur
catalyseurs	catalyseur
parvenus	parvenus
concevoir	concevoir
nouveau	nouveau
matériau	matériau
organique	organ
constitué	constitu
d'	d'
un	un
réseau	réseau
moléculaire	moléculair
capable	capabl
sous	sous
l'	l'
action	action
chaleur	chaleur
réorganiser	réorganis
sans	san
changer	chang
nombre	nombr
liens	lien
atomes	atom
Tout	tout
verre	verr
matériau	matériau
peut	peut
passer	pass
l'	l'
état	état
liquide	liquid
l'	l'
état	état
solide	solid
inversement	invers
Insoluble	insolubl
chaud	chaud
au-dessus	au-dessus
température	températur
transition	transit
vitreuse	vitreux
léger	leg
difficilement	difficil
cassable	cassabl
Qui	qui
est	est
peu	peu
coûteux	coûteux
facile	facil
fabriquer	fabriqu
Présentant	présent
telles	tel
propriétés	propriet
matériau	matériau
pourrait	pourr
utilisé	utilis
base	bas
venir	ven
concurrencer	concurrenc
voire	voir
terme	term
remplacer	remplac
métaux	métal
nombreux	nombreux
secteurs	secteur
industriels	industriel
l'	l'
aéronautique	aéronaut
l'	l'
automobile	automobil
bâtiment	bât
l'	l'
électronique	électron
loisirs	loisir
En	en
outre	outr
résultats	résultat
obtenus	obtenus
ayant	ayant
bénéficié	bénéfici
soutien	soutien
CNRS	cnr
l'	l'
ESPCI	espci
Paris	paris
Tech	tech
groupe	group
Arkema	arkem
publiés	publi
revue	revu
Science	scienc
novembre	novembr
dernier	derni
au-delà	au-delà
applications	appliqu
qu'	qu'
ils	il
permettent	permettent
d'	d'
envisager	envisag
apportent	apportent
éclairage	éclairag
problématique	problémat
fondamentale	fondamental
représente	représent
transition	transit
vitreuse	vitreux
Science	scienc
Silica	silic
like	lik
malleable	malleabl
materials	material
from	from
permanent	permanent
organic	organic
networks	network
Damien	damien
Montarnal	montarnal
Mathieu	mathieu
Capelot	capelot
François	françois
Tournilhac	tournilhac
and	and
Ludwik	ludwik
Leibler	leibl
Science	scienc
novembre	novembr
L'	l'
ESSCA	essca
s'	s'
équipe	équip
d'	d'
une	une
salle	sall
PECT	pect
améliorer	amélior
l'	l'
apprentissages	apprentissag
étudiants	étudi
Des	de
études	étud
montré	montr
concentration	concentr
d'	d'
un	un
individu	individu
situation	situat
d'	d'
apprentissage	apprentissag
atteint	atteint
maximum	maximum
après	apres
environ	environ
minutes	minut
n'	n'
est	est
qu'	qu'
à	à
maximum	maximum
après	apres
environ	environ
minutes	minut
Néanmoins	néanmoin
concentration	concentr
peut	peut
réactivée	réactiv
l'	l'
enseignant	enseign
change	chang
rythme	rythm
régulièrement	réguli
Or	or
outils	outil
qu'	qu'
offre	offre
salle	sall
PECT	pect
Pédagogie	pédagog
Environnement	environ
Collaboratif	collabor
Technologique	technolog
permettent	permettent
enseignant	enseign
passer	pass
facilement	facil
d'	d'
un	un
registre	registr
pédagogique	pédagog
autre	autr
relancer	relanc
l'	l'
attention	attent
étudiants	étudi
Régulièrement	réguli
mini-quiz	mini-quiz
envoyés	envoi
ordinateurs	ordin
étudiants	étudi
Le	le
professeur	professeur
peut	peut
disposer	dispos
statistiques	statist
anonymes	anonym
immédiates	immédiat
révélatrices	rével
niveau	niveau
d'	d'
apprentissage	apprentissag
groupe	group
C'	c'
est	est
moyen	moyen
lui	lui
vérifier	vérifi
étudiants	étudi
compris	compr
acquis	acquis
connaissances	connaiss
transmises	transmis
peine	pein
quelques	quelqu
minutes	minut
auparavant	auparav
et	et
besoin	besoin
revenir	reven
partie	part
aurait	aur
mal	mal
assimilée	assimil
Après	apres
l'	l'
Espagne	espagn
Portugal	portugal
France	franc
campus	campus
d'	d'
Angers	anger
l'	l'
ESSCA	essca
troisième	troisiem
pays	pay
européens	européen
doter	dot
d'	d'
une	une
salle	sall
PECT	pect
qui	qui
rappelons	rappelon
le	le
adapté	adapt
Scale	scal
Up	up
né	né
Caroline	carolin
Nord	nord
Etats-Unis	etats-un
début	début
Nous	nous
améliorons	amélioron
constamment	const
moyens	moyen
mis	mis
disposition	disposit
professeurs	professeur
élèves	élev
Avec	avec
salle	sall
PECT	pect
ils	il
profitent	profitent
meilleur	meilleur
technologie	technolog
dernières	derni
avancées	avanc
pédagogiques	pédagog
déclare	déclar
Catherine	catherin
Leblanc	leblanc
directrice	directric
Groupe	group
ESSCA	essca
Quelle	quel
hommes	homm
l'	l'
Année	anné
internationale	international
forêt	forêt
s'	s'
achèvera	achev
bientôt	bientôt
L'	l'
occasion	occas
conseiller	conseil
d'	d'
un	un
petit	pet
ouvrage	ouvrag
collectif	collect
fort	fort
bien	bien
pensé	pens
Cemagref	cemagref
qui	qui
rappelons	rappelon
le	le
l'	l'
institut	institut
sciences	scienc
technologies	technolog
l'	l'
environnement	environ
Intitulé	intitul
Quelle	quel
hommes	homm
celui-ci	celui-c
fourmille	fourmill
d'	d'
informations	inform
tant	tant
production	product
loisirs	loisir
vulnérable	vulner
incendies	incend
protège	proteg
risques	risqu
naturels	naturel
réservoir	réservoir
biodiversité	biodivers
voire	voir
puits	puit
carbone	carbon
Le	le
lecteur	lecteur
découvre	découvr
française	français
coeur	coeur
d'	d'
enjeux	enjeux
environnementaux	environnemental
économiques	économ
sociaux	social
souvent	souvent
contradictoires	contradictoir
D'	d'
où	où
l'	l'
importance	import
travail	travail
mené	men
équipes	équip
Cemagref	cemagref
qui	qui
quotidien	quotidien
cherchent	cherchent
résoudre	résoudr
équation	équat
complexe	complex
réussir	réuss
concilier	concili
différents	différent
enjeux	enjeux
objectif	object
préserver	préserv
qualité	qualit
pérennité	péren
écosystèmes	écosystem
forestiers	foresti
L'	l'
innovation	innov
France	franc
priorités	priorit
dynamiser	dynamis
Si	si
tendances	tendanc
actuelles	actuel
poursuivent	poursuivent
l'	l'
Occident	occident
l'	l'
Europe	europ
notamment	not
pourrait	pourr
d'	d'
ici	ici
perdre	perdr
leadership	leadership
scientifique	scientif
technologique	technolog
bénéfice	bénéfic
l'	l'
Asie	asi
deviendrait	deviendr
principale	principal
base	bas
l'	l'
innovation	innov
R&D.	r&d.
Pour	pour
France	franc
déficit	défic
d'	d'
innovation	innov
traduit	traduit
déficit	défic
commercial	commercial
s'	s'
est	est
élevé	élev
milliards	milliard
d'	d'
euros	euros
an	an
moyenne	moyen
quatre	quatr
dernières	derni
années	anné
La	la
part	part
marché	march
made	mad
in	in
France	franc
pays	pay
l'	l'
OCDE	ocde
divisée	divis
régresse	régress
Faute	faut
d'	d'
innovation	innov
suffisante	suffis
balance	balanc
commerciale	commercial
restera	rest
structurellement	structurel
déficitaire	déficitair
pèsera	pes
croissance	croissanc
l'	l'
emploi	emploi
définitif	définit
bien	bien
nos	nos
concitoyens	concitoyen
C'	c'
est	est
mots	mot
décrivent	décrivent
situation	situat
l'	l'
économie	économ
française	français
préoccupante	préoccup
constatent	constatent
déficit	défic
d'	d'
innovation	innov
France	franc
commence	commenc
livre	livr
propose	propos
Think	think
Tank	tank
Innovation	innov
l'	l'
Association	associ
Centraliens	centralien
Mais	mais
point	point
pessimisme	pessim
pages	pag
titre	titr
ouvrage	ouvrag
publié	publi
chez	chez
l'	l'
éditeur	éditeur
Armand	armand
Colin	colin
priorités	priorit
dynamiser	dynamis
l'	l'
innovation	innov
France	franc
résumant	résum
parfaitement	parfait
l'	l'
état	état
d'	d'
esprit	esprit
démarche	démarch
enthousiaste	enthousiast
dizaine	dizain
membres	membr
Think	think
Tank	tank
Innovation	innov
travail	travail
s'	s'
est	est
appuyé	appui
l'	l'
expérience	expérient
terrain	terrain
quelque	quelqu
ingénieurs	ingénieur
centraliens	centralien
travaillent	travaillent
l'	l'
étranger	étrang
Force	forc
constater	constat
durant	dur
France	franc
avait	avait
réussi	réuss
positionner	position
leader	lead
haut	haut
niveau	niveau
mondial	mondial
grands	grand
secteurs	secteur
industriels	industriel
tels	tel
l'	l'
énergie	énerg
nucléaire	nucléair
l'	l'
aéronautique	aéronaut
Airbus	airbus
gestion	gestion
l'	l'
eau	eau
BTP	btp
l'	l'
automobile	automobil
domaines	domain
luxe	lux
l'	l'
hôtellerie	hôteller
banque	banqu
situation	situat
beaucoup	beaucoup
changé	chang
parce	parc
France	franc
innove	innov
beaucoup	beaucoup
moins	moin
d'	d'
une	une
décennie	décen
Rappelons	rappelon
qu'	qu'
en	en
termes	term
d'	d'
innovation	innov
France	franc
occupe	occup
aujourd'hui	aujourd'hui
10ème	10em
place	plac
tableau	tableau
bord	bord
Commission	commiss
Européenne	européen
Qui	qui
est	est
note	not
l'	l'
absence	absenc
entreprises	entrepris
françaises	français
classement	class
entreprises	entrepris
innovantes	innov
monde	mond
Nous	nous
n'	n'
avons	avon
place	plac
méritons	mériton
déclare	déclar
Guy	guy
Delcroix	delcroix
participé	particip
Think	think
Tank	tank
Innovation	innov
Autres	autr
constats	constat
préoccupants	préoccup
faible	faibl
implication	impliqu
PMI	pmi
PME	pme
pourtant	pourt
nombreuses	nombreux
termes	term
d'	d'
innovation	innov
relative	relat
timidité	timid
entreprises	entrepris
françaises	français
projets	projet
européens	européen
R&D.	r&d.
Qui	qui
est	est
l'	l'
enseignement	enseign
supérieur	supérieur
français	franc
reste	rest
moyenne	moyen
relativement	relat
éloigné	éloign
meilleurs	meilleur
classements	class
mondiaux	mondial
Dans	dan
contexte	context
c'	c'
est	est
naturellement	naturel
l'	l'
Association	associ
Centraliens	centralien
décidé	décid
lancer	lanc
réflexion	réflexion
autour	autour
l'	l'
innovation	innov
d'	d'
un	un
Think	think
Tank	tank
animé	anim
Olivier	olivi
Ferrary	ferrary
Une	une
démarche	démarch
d'	d'
autant	aut
légitime	légitim
ingénieurs	ingénieur
l'	l'
Ecole	ecol
Centrale	central
tradition	tradit
l'	l'
innovation	innov
Quelques	quelqu
uns	un
grands	grand
anciens	ancien
preuve	preuv
Gustave	gustav
Eiffel	eiffel
Louis	lou
Blériot	blériot
Pierre-Georges	pierre-georg
Latécoère	latécoer
Jules	jul
Peugeot	peugeot
et	et
récemment	récent
Francis	franc
Bouygues	bouygu
Et	et
puis	puis
tous	tous
anonymes	anonym
d'	d'
ingénieurs	ingénieur
R&D	r&d
contribuent	contribuent
activités	activ
l'	l'
innovation	innov
souligne	soulign
Olivier	olivi
Ferrary	ferrary
L'	l'
innovation	innov
problématique	problémat
centralienne	centralien
laquelle	laquel
Centraliens	centralien
passionnent	passionnent
D'	d'
où	où
question	question
laquelle	laquel
ils	il
tenté	tent
d'	d'
apporter	apport
réponse	répons
travers	traver
ouvrage	ouvrag
fruit	fruit
d'	d'
un	un
an	an
travail	travail
Que	que
faut	faut
-il	-il
dynamiser	dynamis
l'	l'
innovation	innov
France	franc
Après	apres
avoir	avoir
posé	pos
diagnostic	diagnostic
réaliste	réalist
sans	san
concession	concess
constaté	constat
beaucoup	beaucoup
avait	avait
France	franc
d'	d'
une	une
dizaine	dizain
d'	d'
années	anné
soutenir	souten
l'	l'
innovation	innov
inciter	incit
l'	l'
industrie	industr
travailler	travaill
